MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation,Credit_Progress_Category,OJT_Credit_Gap,OJT_Credit_Progress,OJT_Eligibility_Gap_Category,Academic_Risk_Index,Academic_Stability,OJT_Semester_Gap,OJT_Planning_Status,Required_Average_Credits_Per_Semester,Credit_Completion_Efficiency
SE1802817,AtRisk,4,5.12,120,50,70,41.67,12.5,50,3,6,1,1,0,6,15,High,1,False,33.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,50,50.0,Moderate_Gap,11,0,2,Moderate_Planning_Gap,25.0,100.0
SE1802818,Good,5,7.98,120,88,32,73.33,17.6,12,0,1,0,0,0,7,2,Low,0,False,82.0,Complete at least 12 more credits.,Advanced,12,88.0,Near_Eligible,1,90,2,Moderate_Planning_Gap,6.0,100.0
SE1802819,Average,4,6.43,120,65,55,54.17,16.25,35,3,3,1,0,0,5,10,Medium,0,False,51.5,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,35,65.0,Moderate_Gap,7,30,1,Approaching_OJT,35.0,100.0
SE1802820,Good,6,7.86,120,112,8,93.33,18.67,0,0,2,1,0,0,6,3,Low,0,False,86.0,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,3,70,0,OJT_Ready_Stage,0.0,99.98
SE1802821,Good,3,7.64,120,53,67,44.17,17.67,47,1,2,1,0,0,6,7,Medium,0,False,53.5,Complete at least 47 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,47,53.0,Moderate_Gap,4,60,3,Long_Term_Planning,15.67,99.98
SE1802822,Excellent,2,9.3,120,39,81,32.5,19.5,61,0,0,0,0,0,5,3,Low,0,False,59.5,Complete at least 61 more credits.,Developing,61,39.0,Far_From_Eligible,0,100,3,Long_Term_Planning,20.33,100.0
SE1802823,AtRisk,5,5.07,120,74,46,61.67,14.8,26,3,6,2,1,1,7,17,High,1,False,31.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,26,74.0,Moderate_Gap,13,0,2,Moderate_Planning_Gap,13.0,100.0
SE1802824,LateStarter,3,6.61,120,42,78,35.0,14.0,58,3,5,2,1,0,5,14,High,1,False,25.0,Complete at least 58 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,58,42.0,Far_From_Eligible,11,0,2,Moderate_Planning_Gap,29.0,100.0
SE1802825,LateStarter,3,7.16,120,41,79,34.17,13.67,59,4,2,2,0,0,5,9,Medium,0,False,32.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,59,41.0,Far_From_Eligible,8,20,2,Moderate_Planning_Gap,29.5,99.98
SE1802826,AtRisk,6,5.43,120,93,27,77.5,15.5,7,5,4,2,1,0,7,14,High,1,False,46.5,Complete at least 7 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,7,93.0,Near_Eligible,12,0,1,Approaching_OJT,7.0,100.0
SE1802827,Good,8,7.62,120,119,1,99.17,14.88,0,1,2,0,0,0,8,2,Low,0,True,92.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,0,OJT_Ready_Stage,0.0,99.97
SE1802828,Average,5,6.09,120,84,36,70.0,16.8,16,3,2,0,0,0,7,6,Medium,0,False,69.0,Complete at least 16 more credits. Retake failed courses as soon as possible.,Advanced,16,84.0,Near_Eligible,5,50,2,Moderate_Planning_Gap,8.0,100.0
SE1802829,Average,3,6.86,120,57,63,47.5,19.0,43,2,1,0,1,0,6,8,Medium,0,False,55.5,Complete at least 43 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,43,57.0,Moderate_Gap,4,60,3,Long_Term_Planning,14.33,100.0
SE1802830,AtRisk,6,5.39,120,92,28,76.67,15.33,8,4,5,3,2,1,7,18,High,1,False,28.0,Complete at least 8 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,8,92.0,Near_Eligible,15,0,1,Approaching_OJT,8.0,100.0
SE1802831,AtRisk,3,5.68,120,41,79,34.17,13.67,59,4,5,1,1,0,6,15,High,1,False,27.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,59,41.0,Far_From_Eligible,11,0,3,Long_Term_Planning,19.67,99.98
SE1802832,Excellent,4,9.18,120,80,40,66.67,20.0,20,0,0,0,0,0,5,2,Low,0,False,80.0,Complete at least 20 more credits.,Advanced,20,80.0,Near_Eligible,0,100,1,Approaching_OJT,20.0,100.0
SE1802833,Average,3,6.83,120,56,64,46.67,18.67,44,2,3,0,1,0,5,9,Medium,0,False,51.0,Complete at least 44 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,44,56.0,Moderate_Gap,6,40,2,Moderate_Planning_Gap,22.0,99.98
SE1802834,Good,5,7.25,120,89,31,74.17,17.8,11,1,2,0,0,0,7,3,Low,0,False,77.5,Complete at least 11 more credits. Retake failed courses as soon as possible.,Advanced,11,89.0,Near_Eligible,3,70,2,Moderate_Planning_Gap,5.5,100.0
SE1802835,Good,2,7.15,120,36,84,30.0,18.0,64,1,0,0,0,0,5,4,Low,0,False,55.0,Complete at least 64 more credits. Retake failed courses as soon as possible.,Developing,64,36.0,Far_From_Eligible,1,90,3,Long_Term_Planning,21.33,100.0
SE1802836,Excellent,4,9.67,120,76,44,63.33,19.0,24,0,0,0,0,0,6,2,Low,0,False,78.0,Complete at least 24 more credits.,Advanced,24,76.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,12.0,100.0
SE1802837,Average,8,6.23,120,115,5,95.83,14.38,0,2,2,2,1,0,8,8,Medium,0,False,70.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,7,30,0,OJT_Ready_Stage,0.0,99.97
SE1802838,Average,5,6.68,120,82,38,68.33,16.4,18,3,4,0,0,0,6,7,Medium,0,False,64.0,Complete at least 18 more credits. Retake failed courses as soon as possible.,Advanced,18,82.0,Near_Eligible,7,30,1,Approaching_OJT,18.0,100.0
SE1802839,Excellent,4,9.77,120,78,42,65.0,19.5,22,0,0,0,0,0,5,2,Low,0,False,79.0,Complete at least 22 more credits.,Advanced,22,78.0,Moderate_Gap,0,100,1,Approaching_OJT,22.0,100.0
SE1802840,Good,6,7.24,120,104,16,86.67,17.33,0,1,1,1,0,0,7,4,Low,0,False,81.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,100.0
SE1802841,Good,5,7.6,120,93,27,77.5,18.6,7,0,2,0,0,0,6,2,Low,0,False,82.5,Complete at least 7 more credits.,Advanced,7,93.0,Near_Eligible,2,80,1,Approaching_OJT,7.0,100.0
SE1802842,LateStarter,5,6.95,120,78,42,65.0,15.6,22,2,4,0,1,0,7,8,Medium,0,False,60.0,Complete at least 22 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,22,78.0,Moderate_Gap,7,30,2,Moderate_Planning_Gap,11.0,100.0
SE1802843,Average,2,6.07,120,35,85,29.17,17.5,65,3,1,0,1,0,6,9,Medium,0,False,41.5,Complete at least 65 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,65,35.0,Far_From_Eligible,5,50,4,Long_Term_Planning,16.25,100.0
SE1802844,Average,1,6.27,120,16,104,13.33,16.0,84,2,2,0,0,0,5,6,Medium,0,False,38.0,Complete at least 84 more credits. Retake failed courses as soon as possible.,Early,84,16.0,Far_From_Eligible,4,60,4,Long_Term_Planning,21.0,100.0
SE1802845,AtRisk,4,5.17,120,50,70,41.67,12.5,50,3,4,1,2,0,6,15,High,1,False,32.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,50,50.0,Moderate_Gap,10,0,2,Moderate_Planning_Gap,25.0,100.0
SE1802846,Good,3,7.02,120,63,57,52.5,21.0,37,0,0,1,0,0,5,5,Low,0,False,65.5,Complete at least 37 more credits. Complete all prerequisite courses.,Developing,37,63.0,Moderate_Gap,1,90,2,Moderate_Planning_Gap,18.5,100.0
SE1802847,Average,5,6.08,120,93,27,77.5,18.6,7,2,4,0,1,0,7,7,Medium,0,False,67.5,Complete at least 7 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,7,93.0,Near_Eligible,7,30,2,Moderate_Planning_Gap,3.5,100.0
SE1802848,Good,7,7.56,120,111,9,92.5,15.86,0,1,0,0,0,0,8,1,Low,0,True,92.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,99.98
SE1802849,Good,7,8.14,120,110,10,91.67,15.71,0,0,0,0,0,0,8,0,Low,0,True,95.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1802850,Average,5,6.7,120,80,40,66.67,16.0,20,1,3,2,1,0,7,11,High,1,False,54.0,Complete at least 20 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,20,80.0,Near_Eligible,7,30,2,Moderate_Planning_Gap,10.0,100.0
SE1802851,Recovery,2,6.29,120,28,92,23.33,14.0,72,1,2,1,1,0,5,10,Medium,0,False,36.0,Complete at least 72 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,72,28.0,Far_From_Eligible,5,50,3,Long_Term_Planning,24.0,100.0
SE1802852,Critical,3,3.69,120,42,78,35.0,14.0,58,8,5,3,2,2,6,24,High,1,False,0.0,Complete at least 58 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,58,42.0,Far_From_Eligible,20,0,3,Long_Term_Planning,19.33,100.0
SE1802853,Average,3,6.63,120,53,67,44.17,17.67,47,3,3,0,0,0,6,8,Medium,0,False,51.5,Complete at least 47 more credits. Retake failed courses as soon as possible.,Developing,47,53.0,Moderate_Gap,6,40,3,Long_Term_Planning,15.67,99.98
SE1802854,Average,2,6.55,120,42,78,35.0,21.0,58,2,4,1,1,0,5,11,High,1,False,36.0,Complete at least 58 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,58,42.0,Far_From_Eligible,8,20,3,Long_Term_Planning,19.33,100.0
SE1802855,Good,3,7.48,120,60,60,50.0,20.0,40,1,2,0,0,0,5,5,Low,0,False,63.0,Complete at least 40 more credits. Retake failed courses as soon as possible.,Developing,40,60.0,Moderate_Gap,3,70,2,Moderate_Planning_Gap,20.0,100.0
SE1802856,Excellent,3,8.9,120,66,54,55.0,22.0,34,0,0,0,0,0,6,3,Low,0,False,73.0,Complete at least 34 more credits.,Developing,34,66.0,Moderate_Gap,0,100,3,Long_Term_Planning,11.33,100.0
SE1802857,Good,1,7.81,120,22,98,18.33,22.0,78,0,2,1,0,0,5,6,Medium,0,False,41.0,Complete at least 78 more credits. Complete all prerequisite courses.,Early,78,22.0,Far_From_Eligible,3,70,4,Long_Term_Planning,19.5,100.0
SE1802858,Average,8,6.38,120,113,7,94.17,14.12,0,2,2,1,0,0,8,5,Low,0,False,80.5,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,5,50,0,OJT_Ready_Stage,0.0,100.0
SE1802859,Average,6,6.88,120,103,17,85.83,17.17,0,3,3,1,1,0,6,9,Medium,0,False,65.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,8,20,0,OJT_Ready_Stage,0.0,99.98
SE1802860,Good,4,8.48,120,75,45,62.5,18.75,25,1,1,1,0,0,6,6,Medium,0,False,66.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,25,75.0,Moderate_Gap,3,70,2,Moderate_Planning_Gap,12.5,100.0
SE1802861,Average,4,6.51,120,74,46,61.67,18.5,26,1,2,1,0,0,6,7,Medium,0,False,64.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,26,74.0,Moderate_Gap,4,60,2,Moderate_Planning_Gap,13.0,100.0
SE1802862,Good,8,7.04,120,115,5,95.83,14.38,0,0,2,1,0,0,8,3,Low,0,False,87.5,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,3,70,0,OJT_Ready_Stage,0.0,99.97
SE1802863,AtRisk,1,5.43,120,18,102,15.0,18.0,82,5,4,3,2,0,5,18,High,1,False,0.0,Complete at least 82 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,82,18.0,Far_From_Eligible,14,0,4,Long_Term_Planning,20.5,100.0
SE1802864,Average,7,6.77,120,115,5,95.83,16.43,0,1,4,1,1,0,8,8,Medium,0,False,75.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,7,30,1,Approaching_OJT,0.0,99.99
SE1802865,Average,4,6.75,120,66,54,55.0,16.5,34,3,4,0,1,0,6,10,Medium,0,False,51.0,Complete at least 34 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,34,66.0,Moderate_Gap,8,20,2,Moderate_Planning_Gap,17.0,100.0
SE1802866,Average,3,6.74,120,57,63,47.5,19.0,43,2,1,2,0,0,6,9,Medium,0,False,48.5,Complete at least 43 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,43,57.0,Moderate_Gap,5,50,3,Long_Term_Planning,14.33,100.0
SE1802867,AtRisk,8,5.12,120,113,7,94.17,14.12,0,3,4,3,1,1,8,15,High,1,False,48.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,12,0,0,OJT_Ready_Stage,0.0,100.0
SE1802868,Average,7,6.91,120,109,11,90.83,15.57,0,1,2,0,0,0,8,3,Low,0,True,87.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,100.0
SE1802869,Excellent,2,9.43,120,39,81,32.5,19.5,61,0,0,0,0,0,5,3,Low,0,False,59.5,Complete at least 61 more credits.,Developing,61,39.0,Far_From_Eligible,0,100,3,Long_Term_Planning,20.33,100.0
SE1802870,AtRisk,7,5.37,120,100,20,83.33,14.29,0,5,4,3,1,1,8,16,High,1,False,36.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,14,0,1,Approaching_OJT,0.0,99.97
SE1802871,Average,5,6.19,120,94,26,78.33,18.8,6,3,4,1,0,0,6,8,Medium,0,False,64.0,Complete at least 6 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,6,94.0,Near_Eligible,8,20,1,Approaching_OJT,6.0,100.0
SE1802872,Good,4,7.72,120,81,39,67.5,20.25,19,0,0,1,0,0,6,4,Low,0,False,74.5,Complete at least 19 more credits. Complete all prerequisite courses.,Advanced,19,81.0,Near_Eligible,1,90,2,Moderate_Planning_Gap,9.5,100.0
SE1802873,Good,4,8.41,120,71,49,59.17,17.75,29,0,0,0,0,0,6,2,Low,0,False,75.5,Complete at least 29 more credits.,Developing,29,71.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,14.5,100.0
SE1802874,Good,3,7.21,120,62,58,51.67,20.67,38,0,1,0,0,0,6,4,Low,0,False,69.0,Complete at least 38 more credits.,Developing,38,62.0,Moderate_Gap,1,90,3,Long_Term_Planning,12.67,99.98
SE1802875,LateStarter,4,7.0,120,70,50,58.33,17.5,30,4,5,2,1,0,5,12,High,1,False,36.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,30,70.0,Moderate_Gap,12,0,1,Approaching_OJT,30.0,100.0
SE1802876,Average,1,6.71,120,17,103,14.17,17.0,83,1,1,0,0,0,5,6,Medium,0,False,43.5,Complete at least 83 more credits. Retake failed courses as soon as possible.,Early,83,17.0,Far_From_Eligible,2,80,4,Long_Term_Planning,20.75,100.0
SE1802877,Recovery,2,6.77,120,33,87,27.5,16.5,67,2,3,0,0,0,6,7,Medium,0,False,44.5,Complete at least 67 more credits. Retake failed courses as soon as possible.,Early,67,33.0,Far_From_Eligible,5,50,4,Long_Term_Planning,16.75,100.0
SE1802878,Good,6,7.74,120,112,8,93.33,18.67,0,0,1,0,0,0,7,1,Low,0,True,94.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,99.98
SE1802879,Good,6,7.71,120,110,10,91.67,18.33,0,1,1,1,0,0,6,4,Low,0,False,84.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,0,OJT_Ready_Stage,0.0,100.0
SE1802880,Good,5,7.81,120,96,24,80.0,19.2,4,0,1,0,0,0,6,2,Low,0,False,86.0,Complete at least 4 more credits.,Near_Completion,4,96.0,Near_Eligible,1,90,1,Approaching_OJT,4.0,100.0
SE1802881,AtRisk,3,5.48,120,41,79,34.17,13.67,59,5,3,1,1,0,5,15,High,1,False,28.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,59,41.0,Far_From_Eligible,10,0,2,Moderate_Planning_Gap,29.5,99.98
SE1802882,AtRisk,5,5.0,120,83,37,69.17,16.6,17,4,5,2,2,0,7,16,High,1,False,37.5,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,17,83.0,Near_Eligible,13,0,2,Moderate_Planning_Gap,8.5,100.0
SE1802883,Good,4,7.2,120,81,39,67.5,20.25,19,0,0,1,0,0,5,4,Low,0,False,74.5,Complete at least 19 more credits. Complete all prerequisite courses.,Advanced,19,81.0,Near_Eligible,1,90,1,Approaching_OJT,19.0,100.0
SE1802884,Critical,3,4.6,120,40,80,33.33,13.33,60,5,7,2,3,2,6,23,High,1,False,0.0,Complete at least 60 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,60,40.0,Far_From_Eligible,19,0,3,Long_Term_Planning,20.0,100.0
SE1802885,Good,6,7.34,120,111,9,92.5,18.5,0,1,0,1,0,0,6,3,Low,0,False,86.5,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,2,80,0,OJT_Ready_Stage,0.0,100.0
SE1802886,Good,5,7.55,120,95,25,79.17,19.0,5,0,0,0,0,0,7,1,Low,0,False,87.5,Complete at least 5 more credits.,Advanced,5,95.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,2.5,100.0
SE1802887,Excellent,2,8.89,120,43,77,35.83,21.5,57,0,0,0,0,0,5,3,Low,0,False,61.5,Complete at least 57 more credits.,Developing,57,43.0,Far_From_Eligible,0,100,3,Long_Term_Planning,19.0,100.0
SE1802888,Good,5,7.51,120,99,21,82.5,19.8,1,0,2,1,0,0,7,4,Low,0,False,79.5,Complete at least 1 more credits. Complete all prerequisite courses.,Near_Completion,1,99.0,Near_Eligible,3,70,2,Moderate_Planning_Gap,0.5,100.0
SE1802889,Excellent,2,9.15,120,45,75,37.5,22.5,55,0,0,0,0,0,5,3,Low,0,False,62.5,Complete at least 55 more credits.,Developing,55,45.0,Far_From_Eligible,0,100,3,Long_Term_Planning,18.33,100.0
SE1802890,Average,1,6.84,120,17,103,14.17,17.0,83,3,3,0,0,0,5,8,Medium,0,False,33.5,Complete at least 83 more credits. Retake failed courses as soon as possible.,Early,83,17.0,Far_From_Eligible,6,40,4,Long_Term_Planning,20.75,100.0
SE1802891,LateStarter,4,6.2,120,63,57,52.5,15.75,37,4,3,1,1,0,5,12,High,1,False,42.5,Complete at least 37 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,37,63.0,Moderate_Gap,9,10,1,Approaching_OJT,37.0,100.0
SE1802892,Good,7,7.94,120,113,7,94.17,16.14,0,1,0,0,0,0,8,1,Low,0,True,93.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,100.0
SE1802893,AtRisk,5,5.08,120,73,47,60.83,14.6,27,3,6,2,2,1,6,18,High,1,False,25.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,27,73.0,Moderate_Gap,14,0,1,Approaching_OJT,27.0,100.0
SE1802894,LateStarter,7,7.11,120,106,14,88.33,15.14,0,4,5,0,1,0,8,7,Medium,0,True,66.0,Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,10,0,1,Approaching_OJT,0.0,100.0
SE1802895,Good,4,7.12,120,82,38,68.33,20.5,18,0,2,0,0,0,6,3,Low,0,False,77.0,Complete at least 18 more credits.,Advanced,18,82.0,Near_Eligible,2,80,2,Moderate_Planning_Gap,9.0,100.0
SE1802896,AtRisk,3,5.91,120,42,78,35.0,14.0,58,5,6,2,1,1,6,19,High,1,False,9.0,Complete at least 58 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,58,42.0,Far_From_Eligible,15,0,3,Long_Term_Planning,19.33,100.0
SE1802897,Good,3,7.94,120,55,65,45.83,18.33,45,1,2,1,0,0,6,7,Medium,0,False,54.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,45,55.0,Moderate_Gap,4,60,3,Long_Term_Planning,15.0,100.0
SE1802898,Good,2,8.35,120,46,74,38.33,23.0,54,1,0,0,0,0,5,4,Low,0,False,60.0,Complete at least 54 more credits. Retake failed courses as soon as possible.,Developing,54,46.0,Far_From_Eligible,1,90,3,Long_Term_Planning,18.0,100.0
SE1802899,Good,4,7.03,120,72,48,60.0,18.0,28,0,1,1,0,0,5,5,Low,0,False,68.0,Complete at least 28 more credits. Complete all prerequisite courses.,Advanced,28,72.0,Moderate_Gap,2,80,1,Approaching_OJT,28.0,100.0
SE1802900,AtRisk,5,5.01,120,70,50,58.33,14.0,30,4,5,2,1,1,7,17,High,1,False,28.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,30,70.0,Moderate_Gap,13,0,2,Moderate_Planning_Gap,15.0,100.0
